[2 0]
[0 2]
   6*alpha[0] + 3*alpha[1], 9
   2*alpha[0] + 8*alpha[1], 4
   2*alpha[0] + alpha[1], 1
   3*alpha[0] + 8*alpha[1], 15
   5*alpha[0] + alpha[1], 1
   3*alpha[0] + 10*alpha[1], 22
   alpha[1], 1
   9*alpha[0] + 3*alpha[1], 18
   3*alpha[0] + 7*alpha[1], 12
   2*alpha[0] + 4*alpha[1], 2
   4*alpha[0] + 11*alpha[1], 90
   11*alpha[0] + 4*alpha[1], 90
   3*alpha[0] + 2*alpha[1], 2
   7*alpha[0] + 3*alpha[1], 12
   8*alpha[0] + 5*alpha[1], 99
   alpha[0], 1
   7*alpha[0] + 6*alpha[1], 132
   5*alpha[0] + 6*alpha[1], 42
   4*alpha[0] + 4*alpha[1], 8
   alpha[0] + 8*alpha[1], 1
   8*alpha[0] + 2*alpha[1], 4
   2*alpha[0] + 12*alpha[1], 4
   2*alpha[0] + 2*alpha[1], 1
   6*alpha[0] + 7*alpha[1], 132
   alpha[0] + 4*alpha[1], 1
   12*alpha[0] + 3*alpha[1], 27
   alpha[0] + 10*alpha[1], 1
   2*alpha[0] + 7*alpha[1], 4
   8*alpha[0] + 6*alpha[1], 212
   3*alpha[0] + 5*alpha[1], 7
   alpha[0] + 7*alpha[1], 1
   7*alpha[0] + 4*alpha[1], 30
   2*alpha[0] + 10*alpha[1], 5
   10*alpha[0] + 3*alpha[1], 22
   6*alpha[0] + 8*alpha[1], 212
   7*alpha[0] + 8*alpha[1], 429
   alpha[0] + 3*alpha[1], 1
   4*alpha[0] + 9*alpha[1], 55
   6*alpha[0] + 6*alpha[1], 75
   13*alpha[0] + 2*alpha[1], 4
   5*alpha[0] + 2*alpha[1], 3
   3*alpha[0] + 9*alpha[1], 18
   6*alpha[0] + 5*alpha[1], 42
   4*alpha[0] + 8*alpha[1], 40
   7*alpha[0] + 7*alpha[1], 245
   11*alpha[0] + 2*alpha[1], 5
   10*alpha[0] + alpha[1], 1
   7*alpha[0] + 5*alpha[1], 66
   6*alpha[0] + 2*alpha[1], 3
   3*alpha[0] + 11*alpha[1], 25
   5*alpha[0] + 9*alpha[1], 143
   9*alpha[0] + 2*alpha[1], 5
   12*alpha[0] + 2*alpha[1], 4
   4*alpha[0] + alpha[1], 1
   2*alpha[0] + 3*alpha[1], 2
   8*alpha[0] + 4*alpha[1], 40
   3*alpha[0] + 6*alpha[1], 9
   4*alpha[0] + 2*alpha[1], 2
   9*alpha[0] + alpha[1], 1
   5*alpha[0] + 8*alpha[1], 99
   10*alpha[0] + 4*alpha[1], 70
   7*alpha[0] + alpha[1], 1
   8*alpha[0] + 7*alpha[1], 429
   7*alpha[0] + 2*alpha[1], 4
   6*alpha[0] + alpha[1], 1
   10*alpha[0] + 2*alpha[1], 5
   2*alpha[0] + 11*alpha[1], 5


[  2 -11]
[-11   2]
   5*alpha[0] + 5*alpha[1], 25
   9*alpha[0] + 4*alpha[1], 55
   4*alpha[0] + 3*alpha[1], 5
   5*alpha[0] + 7*alpha[1], 66
   5*alpha[0] + 4*alpha[1], 14
   alpha[0] + 2*alpha[1], 1
   2*alpha[0] + 9*alpha[1], 5
   4*alpha[0] + 10*alpha[1], 70
   8*alpha[0] + 3*alpha[1], 15
   6*alpha[0] + 4*alpha[1], 20
   alpha[0] + 5*alpha[1], 1
   alpha[0] + alpha[1], 1
   4*alpha[0] + 5*alpha[1], 14
   9*alpha[0] + 6*alpha[1], 333
   11*alpha[0] + 3*alpha[1], 26
   2*alpha[0] + 6*alpha[1], 3
   3*alpha[0] + 3*alpha[1], 3
   2*alpha[0] + 5*alpha[1], 3
   3*alpha[0] + 4*alpha[1], 5
   alpha[0] + 9*alpha[1], 1
   8*alpha[0] + alpha[1], 1
   6*alpha[0] + 9*alpha[1], 333
   9*alpha[0] + 5*alpha[1], 143
   5*alpha[0] + 10*alpha[1], 200
   3*alpha[0] + 12*alpha[1], 29
   4*alpha[0] + 6*alpha[1], 20
   10*alpha[0] + 5*alpha[1], 200
   alpha[0] + 6*alpha[1], 1
   2*alpha[0] + 13*alpha[1], 5
   4*alpha[0] + 7*alpha[1], 30
   5*alpha[0] + 3*alpha[1], 7
   3*alpha[0] + alpha[1], 1
   6*alpha[0] + 3*alpha[1], 9
   2*alpha[0] + 8*alpha[1], 4
   2*alpha[0] + alpha[1], 1
   3*alpha[0] + 8*alpha[1], 15
   5*alpha[0] + alpha[1], 1
   3*alpha[0] + 10*alpha[1], 22
   alpha[1], 1
   9*alpha[0] + 3*alpha[1], 18
   3*alpha[0] + 7*alpha[1], 12
   2*alpha[0] + 4*alpha[1], 2
   4*alpha[0] + 11*alpha[1], 91
   11*alpha[0] + 4*alpha[1], 91
   3*alpha[0] + 2*alpha[1], 2
   7*alpha[0] + 3*alpha[1], 12
   8*alpha[0] + 5*alpha[1], 99
   alpha[0], 1
   7*alpha[0] + 6*alpha[1], 132
   5*alpha[0] + 6*alpha[1], 42
   4*alpha[0] + 4*alpha[1], 8
   alpha[0] + 8*alpha[1], 1
   8*alpha[0] + 2*alpha[1], 4
   11*alpha[0] + alpha[1], 1
   2*alpha[0] + 12*alpha[1], 5
   2*alpha[0] + 2*alpha[1], 1
   6*alpha[0] + 7*alpha[1], 132
   alpha[0] + 4*alpha[1], 1
   12*alpha[0] + 3*alpha[1], 29
   alpha[0] + 10*alpha[1], 1
   2*alpha[0] + 7*alpha[1], 4
   8*alpha[0] + 6*alpha[1], 212
   3*alpha[0] + 5*alpha[1], 7
   alpha[0] + 7*alpha[1], 1
   7*alpha[0] + 4*alpha[1], 30
   2*alpha[0] + 10*alpha[1], 5
   10*alpha[0] + 3*alpha[1], 22
   6*alpha[0] + 8*alpha[1], 212
   7*alpha[0] + 8*alpha[1], 429
   alpha[0] + 3*alpha[1], 1
   4*alpha[0] + 9*alpha[1], 55
   6*alpha[0] + 6*alpha[1], 75
   13*alpha[0] + 2*alpha[1], 5
   5*alpha[0] + 2*alpha[1], 3
   3*alpha[0] + 9*alpha[1], 18
   6*alpha[0] + 5*alpha[1], 42
   4*alpha[0] + 8*alpha[1], 40
   7*alpha[0] + 7*alpha[1], 245
   11*alpha[0] + 2*alpha[1], 6
   10*alpha[0] + alpha[1], 1
   7*alpha[0] + 5*alpha[1], 66
   6*alpha[0] + 2*alpha[1], 3
   3*alpha[0] + 11*alpha[1], 26
   5*alpha[0] + 9*alpha[1], 143
   9*alpha[0] + 2*alpha[1], 5
   12*alpha[0] + 2*alpha[1], 5
   4*alpha[0] + alpha[1], 1
   2*alpha[0] + 3*alpha[1], 2
   8*alpha[0] + 4*alpha[1], 40
   3*alpha[0] + 6*alpha[1], 9
   4*alpha[0] + 2*alpha[1], 2
   9*alpha[0] + alpha[1], 1
   alpha[0] + 11*alpha[1], 1
   5*alpha[0] + 8*alpha[1], 99
   10*alpha[0] + 4*alpha[1], 70
   7*alpha[0] + alpha[1], 1
   8*alpha[0] + 7*alpha[1], 429
   7*alpha[0] + 2*alpha[1], 4
   6*alpha[0] + alpha[1], 1
   10*alpha[0] + 2*alpha[1], 5
   2*alpha[0] + 11*alpha[1], 6


[  2 -12]
[-12   2]
   5*alpha[0] + 5*alpha[1], 25
   9*alpha[0] + 4*alpha[1], 55
   4*alpha[0] + 3*alpha[1], 5
   5*alpha[0] + 7*alpha[1], 66
   5*alpha[0] + 4*alpha[1], 14
   alpha[0] + 2*alpha[1], 1
   alpha[0] + 12*alpha[1], 1
   2*alpha[0] + 9*alpha[1], 5
   4*alpha[0] + 10*alpha[1], 70
   8*alpha[0] + 3*alpha[1], 15
   6*alpha[0] + 4*alpha[1], 20
   alpha[0] + 5*alpha[1], 1
   alpha[0] + alpha[1], 1
   4*alpha[0] + 5*alpha[1], 14
   9*alpha[0] + 6*alpha[1], 333
   11*alpha[0] + 3*alpha[1], 26
   2*alpha[0] + 6*alpha[1], 3
   3*alpha[0] + 3*alpha[1], 3
   2*alpha[0] + 5*alpha[1], 3
   3*alpha[0] + 4*alpha[1], 5
   alpha[0] + 9*alpha[1], 1
   8*alpha[0] + alpha[1], 1
   6*alpha[0] + 9*alpha[1], 333
   9*alpha[0] + 5*alpha[1], 143
   5*alpha[0] + 10*alpha[1], 200
   3*alpha[0] + 12*alpha[1], 30
   4*alpha[0] + 6*alpha[1], 20
   10*alpha[0] + 5*alpha[1], 200
   alpha[0] + 6*alpha[1], 1
   2*alpha[0] + 13*alpha[1], 6
   4*alpha[0] + 7*alpha[1], 30
   5*alpha[0] + 3*alpha[1], 7
   3*alpha[0] + alpha[1], 1
   6*alpha[0] + 3*alpha[1], 9
   2*alpha[0] + 8*alpha[1], 4
   2*alpha[0] + alpha[1], 1
   3*alpha[0] + 8*alpha[1], 15
   5*alpha[0] + alpha[1], 1
   3*alpha[0] + 10*alpha[1], 22
   alpha[1], 1
   9*alpha[0] + 3*alpha[1], 18
   3*alpha[0] + 7*alpha[1], 12
   2*alpha[0] + 4*alpha[1], 2
   4*alpha[0] + 11*alpha[1], 91
   11*alpha[0] + 4*alpha[1], 91
   3*alpha[0] + 2*alpha[1], 2
   7*alpha[0] + 3*alpha[1], 12
   8*alpha[0] + 5*alpha[1], 99
   alpha[0], 1
   7*alpha[0] + 6*alpha[1], 132
   5*alpha[0] + 6*alpha[1], 42
   4*alpha[0] + 4*alpha[1], 8
   alpha[0] + 8*alpha[1], 1
   8*alpha[0] + 2*alpha[1], 4
   11*alpha[0] + alpha[1], 1
   2*alpha[0] + 12*alpha[1], 6
   2*alpha[0] + 2*alpha[1], 1
   6*alpha[0] + 7*alpha[1], 132
   alpha[0] + 4*alpha[1], 1
   12*alpha[0] + 3*alpha[1], 30
   alpha[0] + 10*alpha[1], 1
   2*alpha[0] + 7*alpha[1], 4
   8*alpha[0] + 6*alpha[1], 212
   3*alpha[0] + 5*alpha[1], 7
   alpha[0] + 7*alpha[1], 1
   7*alpha[0] + 4*alpha[1], 30
   2*alpha[0] + 10*alpha[1], 5
   10*alpha[0] + 3*alpha[1], 22
   6*alpha[0] + 8*alpha[1], 212
   7*alpha[0] + 8*alpha[1], 429
   alpha[0] + 3*alpha[1], 1
   4*alpha[0] + 9*alpha[1], 55
   6*alpha[0] + 6*alpha[1], 75
   13*alpha[0] + 2*alpha[1], 6
   5*alpha[0] + 2*alpha[1], 3
   3*alpha[0] + 9*alpha[1], 18
   6*alpha[0] + 5*alpha[1], 42
   4*alpha[0] + 8*alpha[1], 40
   7*alpha[0] + 7*alpha[1], 245
   11*alpha[0] + 2*alpha[1], 6
   10*alpha[0] + alpha[1], 1
   7*alpha[0] + 5*alpha[1], 66
   6*alpha[0] + 2*alpha[1], 3
   12*alpha[0] + alpha[1], 1
   3*alpha[0] + 11*alpha[1], 26
   5*alpha[0] + 9*alpha[1], 143
   9*alpha[0] + 2*alpha[1], 5
   12*alpha[0] + 2*alpha[1], 6
   4*alpha[0] + alpha[1], 1
   2*alpha[0] + 3*alpha[1], 2
   8*alpha[0] + 4*alpha[1], 40
   3*alpha[0] + 6*alpha[1], 9
   4*alpha[0] + 2*alpha[1], 2
   9*alpha[0] + alpha[1], 1
   alpha[0] + 11*alpha[1], 1
   5*alpha[0] + 8*alpha[1], 99
   10*alpha[0] + 4*alpha[1], 70
   7*alpha[0] + alpha[1], 1
   8*alpha[0] + 7*alpha[1], 429
   7*alpha[0] + 2*alpha[1], 4
   6*alpha[0] + alpha[1], 1
   10*alpha[0] + 2*alpha[1], 5
   2*alpha[0] + 11*alpha[1], 6


[  2 -13]
[-13   2]
   5*alpha[0] + 5*alpha[1], 25
   9*alpha[0] + 4*alpha[1], 55
   4*alpha[0] + 3*alpha[1], 5
   5*alpha[0] + 7*alpha[1], 66
   5*alpha[0] + 4*alpha[1], 14
   alpha[0] + 2*alpha[1], 1
   alpha[0] + 12*alpha[1], 1
   2*alpha[0] + 9*alpha[1], 5
   4*alpha[0] + 10*alpha[1], 70
   8*alpha[0] + 3*alpha[1], 15
   6*alpha[0] + 4*alpha[1], 20
   alpha[0] + 5*alpha[1], 1
   alpha[0] + alpha[1], 1
   4*alpha[0] + 5*alpha[1], 14
   alpha[0] + 13*alpha[1], 1
   9*alpha[0] + 6*alpha[1], 333
   11*alpha[0] + 3*alpha[1], 26
   2*alpha[0] + 6*alpha[1], 3
   3*alpha[0] + 3*alpha[1], 3
   13*alpha[0] + alpha[1], 1
   2*alpha[0] + 5*alpha[1], 3
   3*alpha[0] + 4*alpha[1], 5
   alpha[0] + 9*alpha[1], 1
   8*alpha[0] + alpha[1], 1
   6*alpha[0] + 9*alpha[1], 333
   9*alpha[0] + 5*alpha[1], 143
   5*alpha[0] + 10*alpha[1], 200
   3*alpha[0] + 12*alpha[1], 30
   4*alpha[0] + 6*alpha[1], 20
   10*alpha[0] + 5*alpha[1], 200
   alpha[0] + 6*alpha[1], 1
   2*alpha[0] + 13*alpha[1], 7
   4*alpha[0] + 7*alpha[1], 30
   5*alpha[0] + 3*alpha[1], 7
   3*alpha[0] + alpha[1], 1
   6*alpha[0] + 3*alpha[1], 9
   2*alpha[0] + 8*alpha[1], 4
   2*alpha[0] + alpha[1], 1
   3*alpha[0] + 8*alpha[1], 15
   5*alpha[0] + alpha[1], 1
   3*alpha[0] + 10*alpha[1], 22
   alpha[1], 1
   9*alpha[0] + 3*alpha[1], 18
   3*alpha[0] + 7*alpha[1], 12
   2*alpha[0] + 4*alpha[1], 2
   4*alpha[0] + 11*alpha[1], 91
   11*alpha[0] + 4*alpha[1], 91
   3*alpha[0] + 2*alpha[1], 2
   7*alpha[0] + 3*alpha[1], 12
   8*alpha[0] + 5*alpha[1], 99
   alpha[0], 1
   7*alpha[0] + 6*alpha[1], 132
   5*alpha[0] + 6*alpha[1], 42
   4*alpha[0] + 4*alpha[1], 8
   alpha[0] + 8*alpha[1], 1
   8*alpha[0] + 2*alpha[1], 4
   11*alpha[0] + alpha[1], 1
   2*alpha[0] + 12*alpha[1], 6
   2*alpha[0] + 2*alpha[1], 1
   6*alpha[0] + 7*alpha[1], 132
   alpha[0] + 4*alpha[1], 1
   12*alpha[0] + 3*alpha[1], 30
   alpha[0] + 10*alpha[1], 1
   2*alpha[0] + 7*alpha[1], 4
   8*alpha[0] + 6*alpha[1], 212
   3*alpha[0] + 5*alpha[1], 7
   alpha[0] + 7*alpha[1], 1
   7*alpha[0] + 4*alpha[1], 30
   2*alpha[0] + 10*alpha[1], 5
   10*alpha[0] + 3*alpha[1], 22
   6*alpha[0] + 8*alpha[1], 212
   7*alpha[0] + 8*alpha[1], 429
   alpha[0] + 3*alpha[1], 1
   4*alpha[0] + 9*alpha[1], 55
   6*alpha[0] + 6*alpha[1], 75
   13*alpha[0] + 2*alpha[1], 7
   5*alpha[0] + 2*alpha[1], 3
   3*alpha[0] + 9*alpha[1], 18
   6*alpha[0] + 5*alpha[1], 42
   4*alpha[0] + 8*alpha[1], 40
   7*alpha[0] + 7*alpha[1], 245
   11*alpha[0] + 2*alpha[1], 6
   10*alpha[0] + alpha[1], 1
   7*alpha[0] + 5*alpha[1], 66
   6*alpha[0] + 2*alpha[1], 3
   12*alpha[0] + alpha[1], 1
   3*alpha[0] + 11*alpha[1], 26
   5*alpha[0] + 9*alpha[1], 143
   9*alpha[0] + 2*alpha[1], 5
   12*alpha[0] + 2*alpha[1], 6
   4*alpha[0] + alpha[1], 1
   2*alpha[0] + 3*alpha[1], 2
   8*alpha[0] + 4*alpha[1], 40
   3*alpha[0] + 6*alpha[1], 9
   4*alpha[0] + 2*alpha[1], 2
   9*alpha[0] + alpha[1], 1
   alpha[0] + 11*alpha[1], 1
   5*alpha[0] + 8*alpha[1], 99
   10*alpha[0] + 4*alpha[1], 70
   7*alpha[0] + alpha[1], 1
   8*alpha[0] + 7*alpha[1], 429
   7*alpha[0] + 2*alpha[1], 4
   6*alpha[0] + alpha[1], 1
   10*alpha[0] + 2*alpha[1], 5
   2*alpha[0] + 11*alpha[1], 6


[  2 -14]
[-14   2]
   5*alpha[0] + 5*alpha[1], 25
   9*alpha[0] + 4*alpha[1], 55
   4*alpha[0] + 3*alpha[1], 5
   5*alpha[0] + 7*alpha[1], 66
   14*alpha[0] + alpha[1], 1
   5*alpha[0] + 4*alpha[1], 14
   alpha[0] + 2*alpha[1], 1
   alpha[0] + 12*alpha[1], 1
   2*alpha[0] + 9*alpha[1], 5
   4*alpha[0] + 10*alpha[1], 70
   8*alpha[0] + 3*alpha[1], 15
   6*alpha[0] + 4*alpha[1], 20
   alpha[0] + 5*alpha[1], 1
   alpha[0] + alpha[1], 1
   4*alpha[0] + 5*alpha[1], 14
   alpha[0] + 13*alpha[1], 1
   9*alpha[0] + 6*alpha[1], 333
   11*alpha[0] + 3*alpha[1], 26
   2*alpha[0] + 6*alpha[1], 3
   3*alpha[0] + 3*alpha[1], 3
   13*alpha[0] + alpha[1], 1
   2*alpha[0] + 5*alpha[1], 3
   3*alpha[0] + 4*alpha[1], 5
   alpha[0] + 9*alpha[1], 1
   8*alpha[0] + alpha[1], 1
   6*alpha[0] + 9*alpha[1], 333
   9*alpha[0] + 5*alpha[1], 143
   5*alpha[0] + 10*alpha[1], 200
   3*alpha[0] + 12*alpha[1], 30
   4*alpha[0] + 6*alpha[1], 20
   10*alpha[0] + 5*alpha[1], 200
   alpha[0] + 6*alpha[1], 1
   2*alpha[0] + 13*alpha[1], 7
   4*alpha[0] + 7*alpha[1], 30
   5*alpha[0] + 3*alpha[1], 7
   3*alpha[0] + alpha[1], 1
   6*alpha[0] + 3*alpha[1], 9
   2*alpha[0] + 8*alpha[1], 4
   2*alpha[0] + alpha[1], 1
   3*alpha[0] + 8*alpha[1], 15
   5*alpha[0] + alpha[1], 1
   3*alpha[0] + 10*alpha[1], 22
   alpha[1], 1
   9*alpha[0] + 3*alpha[1], 18
   3*alpha[0] + 7*alpha[1], 12
   2*alpha[0] + 4*alpha[1], 2
   4*alpha[0] + 11*alpha[1], 91
   11*alpha[0] + 4*alpha[1], 91
   3*alpha[0] + 2*alpha[1], 2
   7*alpha[0] + 3*alpha[1], 12
   8*alpha[0] + 5*alpha[1], 99
   alpha[0], 1
   7*alpha[0] + 6*alpha[1], 132
   5*alpha[0] + 6*alpha[1], 42
   4*alpha[0] + 4*alpha[1], 8
   alpha[0] + 8*alpha[1], 1
   8*alpha[0] + 2*alpha[1], 4
   11*alpha[0] + alpha[1], 1
   2*alpha[0] + 12*alpha[1], 6
   2*alpha[0] + 2*alpha[1], 1
   6*alpha[0] + 7*alpha[1], 132
   alpha[0] + 4*alpha[1], 1
   12*alpha[0] + 3*alpha[1], 30
   alpha[0] + 10*alpha[1], 1
   2*alpha[0] + 7*alpha[1], 4
   8*alpha[0] + 6*alpha[1], 212
   3*alpha[0] + 5*alpha[1], 7
   alpha[0] + 7*alpha[1], 1
   7*alpha[0] + 4*alpha[1], 30
   2*alpha[0] + 10*alpha[1], 5
   10*alpha[0] + 3*alpha[1], 22
   6*alpha[0] + 8*alpha[1], 212
   7*alpha[0] + 8*alpha[1], 429
   alpha[0] + 3*alpha[1], 1
   4*alpha[0] + 9*alpha[1], 55
   6*alpha[0] + 6*alpha[1], 75
   13*alpha[0] + 2*alpha[1], 7
   5*alpha[0] + 2*alpha[1], 3
   3*alpha[0] + 9*alpha[1], 18
   6*alpha[0] + 5*alpha[1], 42
   4*alpha[0] + 8*alpha[1], 40
   7*alpha[0] + 7*alpha[1], 245
   11*alpha[0] + 2*alpha[1], 6
   10*alpha[0] + alpha[1], 1
   7*alpha[0] + 5*alpha[1], 66
   6*alpha[0] + 2*alpha[1], 3
   12*alpha[0] + alpha[1], 1
   3*alpha[0] + 11*alpha[1], 26
   5*alpha[0] + 9*alpha[1], 143
   alpha[0] + 14*alpha[1], 1
   9*alpha[0] + 2*alpha[1], 5
   12*alpha[0] + 2*alpha[1], 6
   4*alpha[0] + alpha[1], 1
   2*alpha[0] + 3*alpha[1], 2
   8*alpha[0] + 4*alpha[1], 40
   3*alpha[0] + 6*alpha[1], 9
   4*alpha[0] + 2*alpha[1], 2
   9*alpha[0] + alpha[1], 1
   alpha[0] + 11*alpha[1], 1
   5*alpha[0] + 8*alpha[1], 99
   10*alpha[0] + 4*alpha[1], 70
   7*alpha[0] + alpha[1], 1
   8*alpha[0] + 7*alpha[1], 429
   7*alpha[0] + 2*alpha[1], 4
   6*alpha[0] + alpha[1], 1
   10*alpha[0] + 2*alpha[1], 5
   2*alpha[0] + 11*alpha[1], 6


